12, 12,  0,  0,  0,  0, 10,  2, 10,  0,  0,  0,  0, 12, 12, 12,  0, 11, 11,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  1,  1, 12,  0, 11, 11,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0, 11, 11,  0, 12,  1,  1, 12, 12, 12, 12,  0, 11,  0, 12, 12, 12,  1,  1, 12,  0, 11, 11,  0,  0,  0,  0,  0,  1, 12,  0, 12, 12,  1,  1, 12,  0, 11, 11,  0,  0,  0,  0,  0,  1, 12, 12, 12, 12,  1,  1, 12, 
12, 12, 12, 12, 12,  0, 10,  2, 10,  0, 12, 12, 12, 12, 12, 12,  0, 11,  0, 11, 11, 11, 11, 11,  0, 11, 11, 11, 11,  0,  1, 12,  0, 11,  0, 11, 11, 11, 11, 11,  0, 11, 11, 11, 11,  0, 11,  0, 12,  1, 12,  1,  1,  1,  1,  1,  0,  1,  1,  1,  1, 12,  1, 12,  0, 11,  0, 11, 11, 11, 11, 11,  0,  1,  1,  1,  1, 12,  1, 12,  0, 11,  0, 11, 11, 11, 11, 11,  0,  1,  1,  1,  1, 12,  1, 12, 
12, 12, 12, 12, 12,  0, 10,  3, 10,  0, 12, 12, 12, 12, 12, 12, 12,  0, 11, 11, 11, 11, 11,  0, 11, 11, 11, 11, 11, 11,  0, 12, 12,  0, 11, 11, 11, 11, 11,  0, 11, 11, 11, 11, 11, 11,  0, 12, 12, 12,  1,  1,  1,  1,  1,  0,  1,  1,  1,  1,  1,  1, 12, 12, 12,  0, 11, 11, 11, 11, 11,  0,  1,  1,  1,  1,  1,  1, 12, 12, 12,  0, 11, 11, 11, 11, 11,  0,  1,  1,  1,  1,  1,  1, 12, 12, 
12, 12, 12, 12, 12,  0, 10,  3, 10,  0, 12, 12, 12, 12, 12, 12, 12,  1,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0, 11,  0,  0, 11,  0,  0,  0,  0,  0,  1,  0,  0,  0,  0,  0,  0,  1, 12, 12,  1, 12, 12, 12, 12,  0, 11,  0, 12, 12, 12, 12, 12,  1, 12,  0, 11,  0,  0,  0,  0,  0,  1, 12, 12,  0, 12, 12, 12,  1, 12,  0, 11,  0,  0,  0,  0,  0,  1, 12, 12, 12, 12, 12, 12,  1, 12, 
12, 12, 12, 12, 12,  0, 10,  3, 10,  0, 12, 12, 12, 12, 12, 12, 12,  1,  1, 12, 12,  1, 12,  1,  1, 12,  1, 12,  0, 11, 11,  0,  0, 11, 11,  0, 12,  1, 12,  1,  1, 12,  1, 12, 12,  1,  1, 12, 12,  1,  1, 12, 12,  1,  0, 11, 11,  0,  1, 12, 12,  1,  1, 12,  0, 11, 11,  0, 12,  1, 12,  1,  1,  0, 11,  0, 12,  1,  1, 12,  0, 11, 11,  0, 12,  1, 12,  1,  1, 12,  1, 12, 12,  1,  1, 12, 
12, 12, 12, 12, 12,  0, 10,  3, 10,  0, 12, 12, 12, 12, 12, 12, 12,  1,  1, 12,  1,  1, 12,  1,  1, 12,  1,  1,  0, 11, 11,  0,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  1,  1, 12,  1,  1, 12, 12,  1,  1, 12,  1,  1,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  0, 11, 11,  0,  1,  1, 12,  1,  1,  0, 11, 11,  0,  1,  1, 12,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  1,  1, 12,  1,  1, 12, 
12, 12, 12, 12, 12,  0, 10,  3, 10,  0, 12, 12, 12, 12, 12, 12, 12,  1,  1, 12,  1,  1, 12,  1,  1, 12,  1,  1,  0, 11, 11,  0,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  1,  1, 12,  1,  1, 12, 12,  1,  1, 12,  1,  1,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  0, 11, 11,  0,  1,  1, 12,  1,  1,  0, 11, 11,  0,  1,  1, 12,  0, 11, 11,  0,  1,  1, 12,  1,  1, 12,  1,  1, 12,  1,  1, 12, 
12, 12, 12, 12, 12,  0, 10,  3, 10,  0, 12, 12, 12, 12, 12, 12, 12,  1,  1, 12,  1, 12, 12, 12,  1, 12, 12,  1,  0, 11, 11,  0,  0, 11, 11,  0,  1, 12, 12, 12,  1, 12, 12,  1, 12,  1,  1, 12, 12,  1,  1, 12,  1, 12, 12,  0, 11,  0, 12,  1, 12,  1,  1, 12,  0, 11, 11,  0,  1, 12, 12, 12,  1, 12,  0, 11,  0,  1,  1, 12,  0, 11, 11,  0,  1, 12, 12, 12,  1, 12, 12,  1, 12,  1,  1, 12, 
12, 12, 12, 12, 12,  0, 10,  3, 10,  0, 12, 12, 12, 12, 12, 12, 12,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 11, 11,  0,  0, 11, 11,  0, 12, 12, 12, 12, 12, 12, 12, 12, 12,  1,  1, 12, 12,  1,  1, 12, 12, 12, 12, 12,  0, 12, 12, 12, 12,  1,  1, 12,  0, 11, 11,  0, 12, 12, 12, 12, 12, 12, 12,  0, 12,  1,  1, 12,  0, 11, 11,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1, 12, 
12, 12, 12, 12, 12, 12,  0, 10,  0, 12, 12, 12, 12, 12, 12, 12, 12,  1,  0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11,  0, 11,  0,  0, 11,  0,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 12,  1, 12, 12,  1, 12,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 12,  1, 12,  0, 11,  0,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 12,  1, 12,  0, 11,  0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11,  0,  1, 12, 
12, 12, 12, 12, 12, 12, 12,  0, 12, 12, 12, 12, 12, 12, 12, 12, 12,  0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11,  0, 12, 12,  0,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 12, 12, 12, 12,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 12, 12, 12,  0,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1,  1, 12, 12, 12,  0, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11,  0, 12, 
12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 12, 12, 
12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 
12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 
